id_texto,texto
1244,"Choveu o dia todo, não consegui sair para a rua. tudo parece cinzento e sem cor. o tcc está travado, não consigo escrever uma linha coerente. não sinto mais prazer nas coisas que gostava."
1245,"Tudo parece cinzento e sem cor. durmo mal e acordo com a sensação de não ter descansado. estou animado com o novo tópico da matéria. choveu o dia todo, não consegui sair para a rua. estou desorientado e não consigo manter o foco em nada."
1246,"Consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. consegui me organizar bem para a prova. sinto que o tempo está correndo e eu estou ficando para trás. organizei minha rotina e a exaustão diminuiu."
1247,"Comi uma coisa nova no ru, estava razoável. não consigo parar de pensar no prazo final. o tcc está travado, não consigo escrever uma linha coerente. é um esforço enorme levantar da cama."
1248,"As preocupações de ontem diminuíram hoje. choveu o dia todo, não consegui sair para a rua. me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria."
1249,"Lavei as roupas hoje, a pilha estava gigante. me senti produtivo e o trabalho fluiu bem. consegui avançar muito no projeto de pesquisa. as coisas parecem sob controle."
1250,"Sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. o trânsito estava horrível, cheguei atrasado na primeira aula. o tcc está travado, não consigo escrever uma linha coerente."
1251,"Estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. organizei minha rotina e a exaustão diminuiu. lavei as roupas hoje, a pilha estava gigante."
1252,"Choveu o dia todo, não consegui sair para a rua. consegui avançar muito no projeto de pesquisa. me senti produtivo e o trabalho fluiu bem. as preocupações de ontem diminuíram hoje."
1253,"Estou com medo de ser reprovado em duas matérias. tudo parece cinzento e sem cor. choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos."
1254,"Estou desorientado e não consigo manter o foco em nada. tenho acumulado muitas faltas, a recuperação será difícil. não sinto mais prazer nas coisas que gostava. a solidão bateu forte hoje, mesmo estando rodeado de gente. comi uma coisa nova no ru, estava razoável."
1255,"Tenho tido ataques de pânico leves no meio da noite. tudo parece cinzento e sem cor. o trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. fui mal na prova e isso só piora meu humor."
1256,"Meu estômago está revirado só de pensar na próxima apresentação. fui mal na prova e isso só piora meu humor. comi uma coisa nova no ru, estava razoável."
1257,"Consegui avançar muito no projeto de pesquisa. me senti produtivo e o trabalho fluiu bem. o trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes."
1258,"Tirei uma nota alta na prova difícil, estou aliviado. as coisas parecem sob controle. a faculdade virou uma tortura, o trabalho nunca acaba. organizei minha rotina e a exaustão diminuiu. durmo mal e acordo com a sensação de não ter descansado. lavei as roupas hoje, a pilha estava gigante."
1259,"Consegui ter um bom tempo de descanso hoje. sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. as preocupações de ontem diminuíram hoje. minhas notas vieram boas, o esforço valeu a pena!."
1260,"Consegui avançar muito no projeto de pesquisa. as preocupações de ontem diminuíram hoje. organizei minha rotina e a exaustão diminuiu. lavei as roupas hoje, a pilha estava gigante."
1261,"Me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. as coisas parecem sob controle. tenho tido ataques de pânico leves no meio da noite."
1262,"Minhas notas refletem meu desinteresse. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não consigo parar de pensar no prazo final. choveu o dia todo, não consegui sair para a rua. tenho tido ataques de pânico leves no meio da noite."
1263,"Choveu o dia todo, não consegui sair para a rua. sinto um cinismo e irritação com todo mundo da faculdade. o tcc está travado, não consigo escrever uma linha coerente."
1264,"O tcc está travado, não consigo escrever uma linha coerente. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tudo parece cinzento e sem cor. estou sempre preocupado com o que pode dar errado. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. tenho tido ataques de pânico leves no meio da noite."
1265,"Sinto que sou um fardo para minha família e amigos. minhas notas refletem meu desinteresse. estou exausto. o corpo dói e a mente está lenta. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto um cinismo e irritação com todo mundo da faculdade."
1266,"Tirei uma nota alta na prova difícil, estou aliviado. consegui ter um bom tempo de descanso hoje. lavei as roupas hoje, a pilha estava gigante. não estou sentindo aquela pressão de antes."
1267,"As coisas parecem sob controle. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa."
1268,"Me senti produtivo e o trabalho fluiu bem. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou animado com o novo tópico da matéria. consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável. estou sempre preocupado com o que pode dar errado."
1269,"Organizei minha rotina e a exaustão diminuiu. minhas notas vieram boas, o esforço valeu a pena!. as preocupações de ontem diminuíram hoje. durmo mal e acordo com a sensação de não ter descansado. o trânsito estava horrível, cheguei atrasado na primeira aula."
1270,"Meu estômago está revirado só de pensar na próxima apresentação. comi uma coisa nova no ru, estava razoável. não consigo parar de pensar no prazo final. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tirei uma nota alta na prova difícil, estou aliviado. as preocupações de ontem diminuíram hoje. me senti produtivo e o trabalho fluiu bem."
1271,"O tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula."
1272,"Sinto que o tempo está correndo e eu estou ficando para trás. fui mal na prova e isso só piora meu humor. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou sempre preocupado com o que pode dar errado. comi uma coisa nova no ru, estava razoável."
1273,"Estou exausto. o corpo dói e a mente está lenta. meu estômago está revirado só de pensar na próxima apresentação. tenho acumulado muitas faltas, a recuperação será difícil. não vejo sentido em continuar tentando. a faculdade virou uma tortura, o trabalho nunca acaba. sinto que sou um fardo para minha família e amigos. não consigo parar de pensar no prazo final. choveu o dia todo, não consegui sair para a rua."
1274,"Estou sempre preocupado com o que pode dar errado. fui mal na prova e isso só piora meu humor. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tudo parece cinzento e sem cor. choveu o dia todo, não consegui sair para a rua. não sinto mais prazer nas coisas que gostava. a faculdade virou uma tortura, o trabalho nunca acaba. não consigo parar de pensar no prazo final."
1275,"Lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. não estou sentindo aquela pressão de antes."
1276,"O trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes. minhas notas vieram boas, o esforço valeu a pena!. organizei minha rotina e a exaustão diminuiu."
1277,"Consegui ter um bom tempo de descanso hoje. a faculdade virou uma tortura, o trabalho nunca acaba. minhas notas vieram boas, o esforço valeu a pena!. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante."
1278,"Consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos."
1279,"Fui mal na prova e isso só piora meu humor. a solidão bateu forte hoje, mesmo estando rodeado de gente. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. estou exausto. o corpo dói e a mente está lenta. sinto um cinismo e irritação com todo mundo da faculdade."
1280,"Não vejo sentido em continuar tentando. fui mal na prova e isso só piora meu humor. choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás."
1281,"Choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos. é um esforço enorme levantar da cama. tenho acumulado muitas faltas, a recuperação será difícil."
1282,"Sinto que o tempo está correndo e eu estou ficando para trás. o trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. é um esforço enorme levantar da cama. tenho acumulado muitas faltas, a recuperação será difícil."
1283,"A solidão bateu forte hoje, mesmo estando rodeado de gente. lavei as roupas hoje, a pilha estava gigante. estou animado com o novo tópico da matéria."
1284,"O trânsito estava horrível, cheguei atrasado na primeira aula. minhas notas vieram boas, o esforço valeu a pena!. as preocupações de ontem diminuíram hoje. consegui ter um bom tempo de descanso hoje."
1285,"Sinto que o tempo está correndo e eu estou ficando para trás. estou desorientado e não consigo manter o foco em nada. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante. quero largar tudo e sumir para ter paz mental. não consigo parar de pensar no prazo final."
1286,"É um esforço enorme levantar da cama. não consigo parar de pensar no prazo final. durmo mal e acordo com a sensação de não ter descansado. estou exausto. o corpo dói e a mente está lenta. sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. tirei uma nota alta na prova difícil, estou aliviado. estou sempre preocupado com o que pode dar errado."
1287,"Minhas notas vieram boas, o esforço valeu a pena!. comi uma coisa nova no ru, estava razoável. é um esforço enorme levantar da cama. a solidão bateu forte hoje, mesmo estando rodeado de gente."
1288,"Consegui ter um bom tempo de descanso hoje. estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula. estou desorientado e não consigo manter o foco em nada. tenho tido ataques de pânico leves no meio da noite. a faculdade virou uma tortura, o trabalho nunca acaba. meu estômago está revirado só de pensar na próxima apresentação. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. as coisas parecem sob controle."
1289,"Tirei uma nota alta na prova difícil, estou aliviado. organizei minha rotina e a exaustão diminuiu. as coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante."
1290,"Comi uma coisa nova no ru, estava razoável. não consigo parar de pensar no prazo final. é um esforço enorme levantar da cama. tenho acumulado muitas faltas, a recuperação será difícil. estou sempre preocupado com o que pode dar errado. não vejo sentido em continuar tentando."
1291,"Me senti produtivo e o trabalho fluiu bem. quero largar tudo e sumir para ter paz mental. consegui avançar muito no projeto de pesquisa. as preocupações de ontem diminuíram hoje. o trânsito estava horrível, cheguei atrasado na primeira aula."
1292,"Tenho tido ataques de pânico leves no meio da noite. fui mal na prova e isso só piora meu humor. choveu o dia todo, não consegui sair para a rua. meu estômago está revirado só de pensar na próxima apresentação. não estou sentindo aquela pressão de antes. consegui ter um bom tempo de descanso hoje."
1293,"Não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor. tudo parece cinzento e sem cor."
1294,"O trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. tenho acumulado muitas faltas, a recuperação será difícil."
1295,"Choveu o dia todo, não consegui sair para a rua. tirei uma nota alta na prova difícil, estou aliviado. as coisas parecem sob controle. organizei minha rotina e a exaustão diminuiu."
1296,"É um esforço enorme levantar da cama. a solidão bateu forte hoje, mesmo estando rodeado de gente. o trânsito estava horrível, cheguei atrasado na primeira aula. o tcc está travado, não consigo escrever uma linha coerente."
1297,"O trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. minhas notas refletem meu desinteresse."
1298,"Lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. as preocupações de ontem diminuíram hoje. organizei minha rotina e a exaustão diminuiu."
1299,"Estou sempre preocupado com o que pode dar errado. fui mal na prova e isso só piora meu humor. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. meu estômago está revirado só de pensar na próxima apresentação. não vejo sentido em continuar tentando."
1300,"Não consigo parar de pensar no prazo final. o trânsito estava horrível, cheguei atrasado na primeira aula. tenho tido ataques de pânico leves no meio da noite. estou animado com o novo tópico da matéria. sinto que o tempo está correndo e eu estou ficando para trás."
1301,"Choveu o dia todo, não consegui sair para a rua. não estou sentindo aquela pressão de antes. estou animado com o novo tópico da matéria. organizei minha rotina e a exaustão diminuiu."
1302,"O esforço valeu a pena, senti-me competente. não consigo parar de pensar no prazo final. sinto que o tempo está correndo e eu estou ficando para trás. as preocupações de ontem diminuíram hoje. lavei as roupas hoje, a pilha estava gigante. minhas notas vieram boas, o esforço valeu a pena!. meu estômago está revirado só de pensar na próxima apresentação."
1303,"Minhas notas vieram boas, o esforço valeu a pena!. choveu o dia todo, não consegui sair para a rua. organizei minha rotina e a exaustão diminuiu. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. sinto que o tempo está correndo e eu estou ficando para trás. as preocupações de ontem diminuíram hoje. não consigo parar de pensar no prazo final."
1304,"Sinto que o tempo está correndo e eu estou ficando para trás. não consigo parar de pensar no prazo final. comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. as preocupações de ontem diminuíram hoje. me senti produtivo e o trabalho fluiu bem."
1305,"Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. consegui avançar muito no projeto de pesquisa. as preocupações de ontem diminuíram hoje. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui ter um bom tempo de descanso hoje."
1306,"Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. tenho acumulado muitas faltas, a recuperação será difícil. sinto que o tempo está correndo e eu estou ficando para trás. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. a solidão bateu forte hoje, mesmo estando rodeado de gente. meu estômago está revirado só de pensar na próxima apresentação."
1307,"Lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor. não sinto mais prazer nas coisas que gostava."
1308,"Tenho acumulado muitas faltas, a recuperação será difícil. não sinto mais prazer nas coisas que gostava. sinto que sou um fardo para minha família e amigos. choveu o dia todo, não consegui sair para a rua."
1309,"O esforço valeu a pena, senti-me competente. estou sempre preocupado com o que pode dar errado. sinto que o tempo está correndo e eu estou ficando para trás. tirei uma nota alta na prova difícil, estou aliviado. não estou sentindo aquela pressão de antes. não consigo parar de pensar no prazo final. choveu o dia todo, não consegui sair para a rua."
1310,"Durmo mal e acordo com a sensação de não ter descansado. me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula. não estou sentindo aquela pressão de antes."
1311,"Não vejo sentido em continuar tentando. sinto que sou um fardo para minha família e amigos. choveu o dia todo, não consegui sair para a rua. fui mal na prova e isso só piora meu humor."
1312,"Comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. não consigo parar de pensar no prazo final. me senti produtivo e o trabalho fluiu bem. consegui me organizar bem para a prova."
1313,"O trânsito estava horrível, cheguei atrasado na primeira aula. não vejo sentido em continuar tentando. tenho tido ataques de pânico leves no meio da noite. tenho acumulado muitas faltas, a recuperação será difícil."
1314,"Tudo parece cinzento e sem cor. a solidão bateu forte hoje, mesmo estando rodeado de gente. fui mal na prova e isso só piora meu humor. comi uma coisa nova no ru, estava razoável."
1315,"Comi uma coisa nova no ru, estava razoável. estou sempre preocupado com o que pode dar errado. minhas notas refletem meu desinteresse. tenho tido ataques de pânico leves no meio da noite. não vejo sentido em continuar tentando. meu estômago está revirado só de pensar na próxima apresentação."
1316,"Não consigo parar de pensar no prazo final. organizei minha rotina e a exaustão diminuiu. lavei as roupas hoje, a pilha estava gigante. tenho tido ataques de pânico leves no meio da noite. minhas notas vieram boas, o esforço valeu a pena!. estou sempre preocupado com o que pode dar errado. consegui me organizar bem para a prova."
1317,"O esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. comi uma coisa nova no ru, estava razoável. consegui me organizar bem para a prova."
1318,"O trânsito estava horrível, cheguei atrasado na primeira aula. consegui ter um bom tempo de descanso hoje. as preocupações de ontem diminuíram hoje. estou animado com o novo tópico da matéria."
1319,"Consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. não estou sentindo aquela pressão de antes. sinto um cinismo e irritação com todo mundo da faculdade. me senti produtivo e o trabalho fluiu bem. a faculdade virou uma tortura, o trabalho nunca acaba."
1320,"Sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. fui mal na prova e isso só piora meu humor."
1321,"O esforço valeu a pena, senti-me competente. consegui avançar muito no projeto de pesquisa. consegui me organizar bem para a prova. lavei as roupas hoje, a pilha estava gigante."
1322,"Consegui me organizar bem para a prova. estou animado com o novo tópico da matéria. lavei as roupas hoje, a pilha estava gigante. me senti produtivo e o trabalho fluiu bem."
1323,"O tcc está travado, não consigo escrever uma linha coerente. é um esforço enorme levantar da cama. comi uma coisa nova no ru, estava razoável."
1324,"Meu estômago está revirado só de pensar na próxima apresentação. é um esforço enorme levantar da cama. estou com medo de ser reprovado em duas matérias. sinto que sou um fardo para minha família e amigos. sinto um cinismo e irritação com todo mundo da faculdade. comi uma coisa nova no ru, estava razoável. durmo mal e acordo com a sensação de não ter descansado. sinto que o tempo está correndo e eu estou ficando para trás."
1325,"Choveu o dia todo, não consegui sair para a rua. organizei minha rotina e a exaustão diminuiu. não estou sentindo aquela pressão de antes. tirei uma nota alta na prova difícil, estou aliviado. estou sempre preocupado com o que pode dar errado."
1326,"Choveu o dia todo, não consegui sair para a rua. sinto um cinismo e irritação com todo mundo da faculdade. o esforço valeu a pena, senti-me competente. não consigo parar de pensar no prazo final. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tirei uma nota alta na prova difícil, estou aliviado. consegui me organizar bem para a prova."
1327,"Fui mal na prova e isso só piora meu humor. comi uma coisa nova no ru, estava razoável. a solidão bateu forte hoje, mesmo estando rodeado de gente. estou sempre preocupado com o que pode dar errado. não consigo parar de pensar no prazo final."
1328,"Lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil. é um esforço enorme levantar da cama."
1329,"Consegui avançar muito no projeto de pesquisa. consegui ter um bom tempo de descanso hoje. lavei as roupas hoje, a pilha estava gigante. consegui me organizar bem para a prova."
1330,"Comi uma coisa nova no ru, estava razoável. tenho acumulado muitas faltas, a recuperação será difícil. não consigo parar de pensar no prazo final. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. durmo mal e acordo com a sensação de não ter descansado. estou desorientado e não consigo manter o foco em nada."
1331,"Minhas notas vieram boas, o esforço valeu a pena!. sinto que sou um fardo para minha família e amigos. o trânsito estava horrível, cheguei atrasado na primeira aula."
1332,"Minhas notas vieram boas, o esforço valeu a pena!. as preocupações de ontem diminuíram hoje. comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje."
1333,"O trânsito estava horrível, cheguei atrasado na primeira aula. sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação. estou com medo de ser reprovado em duas matérias."
1334,"Lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova. tirei uma nota alta na prova difícil, estou aliviado."
1335,"Organizei minha rotina e a exaustão diminuiu. consegui me organizar bem para a prova. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui avançar muito no projeto de pesquisa."
1336,"Não consigo parar de pensar no prazo final. sinto que o tempo está correndo e eu estou ficando para trás. comi uma coisa nova no ru, estava razoável. me senti produtivo e o trabalho fluiu bem. as coisas parecem sob controle. estou animado com o novo tópico da matéria."
1337,"Sinto um cinismo e irritação com todo mundo da faculdade. sinto que sou um fardo para minha família e amigos. fui mal na prova e isso só piora meu humor. o trânsito estava horrível, cheguei atrasado na primeira aula. durmo mal e acordo com a sensação de não ter descansado. a solidão bateu forte hoje, mesmo estando rodeado de gente."
1338,"Lavei as roupas hoje, a pilha estava gigante. organizei minha rotina e a exaustão diminuiu. minhas notas vieram boas, o esforço valeu a pena!. consegui me organizar bem para a prova."
1339,"Consegui avançar muito no projeto de pesquisa. consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes. choveu o dia todo, não consegui sair para a rua."
1340,"Tudo parece cinzento e sem cor. fui mal na prova e isso só piora meu humor. choveu o dia todo, não consegui sair para a rua."
1341,"Comi uma coisa nova no ru, estava razoável. consegui me organizar bem para a prova. estou animado com o novo tópico da matéria. me senti produtivo e o trabalho fluiu bem."
1342,"Estou animado com o novo tópico da matéria. o esforço valeu a pena, senti-me competente. o trânsito estava horrível, cheguei atrasado na primeira aula. as preocupações de ontem diminuíram hoje."
1343,"Estou exausto. o corpo dói e a mente está lenta. sinto um cinismo e irritação com todo mundo da faculdade. o trânsito estava horrível, cheguei atrasado na primeira aula. é um esforço enorme levantar da cama. a solidão bateu forte hoje, mesmo estando rodeado de gente. fui mal na prova e isso só piora meu humor."
1344,"Comi uma coisa nova no ru, estava razoável. sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. estou com medo de ser reprovado em duas matérias."
1345,"As coisas parecem sob controle. choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje. tenho acumulado muitas faltas, a recuperação será difícil."
1346,"O trânsito estava horrível, cheguei atrasado na primeira aula. me senti produtivo e o trabalho fluiu bem. as coisas parecem sob controle. minhas notas vieram boas, o esforço valeu a pena!."
1347,"Minha cabeça não desliga, repasso tudo mil vezes antes de dormir. me senti produtivo e o trabalho fluiu bem. minhas notas vieram boas, o esforço valeu a pena!. as coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante. estou sempre preocupado com o que pode dar errado."
1348,"Estou sempre preocupado com o que pode dar errado. estou exausto. o corpo dói e a mente está lenta. minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula. não sinto mais prazer nas coisas que gostava."
1349,"Consegui me organizar bem para a prova. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. minhas notas vieram boas, o esforço valeu a pena!."
1350,"As coisas parecem sob controle. consegui ter um bom tempo de descanso hoje. comi uma coisa nova no ru, estava razoável. consegui avançar muito no projeto de pesquisa."
1351,"Fui mal na prova e isso só piora meu humor. choveu o dia todo, não consegui sair para a rua."
1352,"O trânsito estava horrível, cheguei atrasado na primeira aula. não consigo parar de pensar no prazo final. me senti produtivo e o trabalho fluiu bem. as coisas parecem sob controle. estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado."
1353,"Sinto que sou um fardo para minha família e amigos. o tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula."
1354,"Comi uma coisa nova no ru, estava razoável. estou com medo de ser reprovado em duas matérias. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou sempre preocupado com o que pode dar errado."
1355,"Estou desorientado e não consigo manter o foco em nada. consegui avançar muito no projeto de pesquisa. organizei minha rotina e a exaustão diminuiu. consegui me organizar bem para a prova. o trânsito estava horrível, cheguei atrasado na primeira aula."
1356,"Não estou sentindo aquela pressão de antes. o esforço valeu a pena, senti-me competente. tirei uma nota alta na prova difícil, estou aliviado. lavei as roupas hoje, a pilha estava gigante."
1357,"O tcc está travado, não consigo escrever uma linha coerente. estou desorientado e não consigo manter o foco em nada. tudo parece cinzento e sem cor. estou exausto. o corpo dói e a mente está lenta. lavei as roupas hoje, a pilha estava gigante."
1358,"Fui mal na prova e isso só piora meu humor. não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante."
1359,"Estou com medo de ser reprovado em duas matérias. lavei as roupas hoje, a pilha estava gigante. sinto que sou um fardo para minha família e amigos."
1360,"Lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. consegui ter um bom tempo de descanso hoje. as coisas parecem sob controle."
1361,"Consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua."
1362,"Choveu o dia todo, não consegui sair para a rua. consegui me organizar bem para a prova. consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa."
1363,"Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. estou com medo de ser reprovado em duas matérias."
1364,"Comi uma coisa nova no ru, estava razoável. a faculdade virou uma tortura, o trabalho nunca acaba. me senti produtivo e o trabalho fluiu bem. minhas notas vieram boas, o esforço valeu a pena!. as preocupações de ontem diminuíram hoje. sinto que o tempo está correndo e eu estou ficando para trás."
1365,"Sinto que sou um fardo para minha família e amigos. tudo parece cinzento e sem cor. a faculdade virou uma tortura, o trabalho nunca acaba. fui mal na prova e isso só piora meu humor. quero largar tudo e sumir para ter paz mental. o trânsito estava horrível, cheguei atrasado na primeira aula."
1366,"Não sinto mais prazer nas coisas que gostava. consegui avançar muito no projeto de pesquisa. tenho tido ataques de pânico leves no meio da noite. choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos."
1367,"O tcc está travado, não consigo escrever uma linha coerente. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua."
1368,"Organizei minha rotina e a exaustão diminuiu. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. consegui me organizar bem para a prova. o trânsito estava horrível, cheguei atrasado na primeira aula. tirei uma nota alta na prova difícil, estou aliviado."
1369,"Sinto um cinismo e irritação com todo mundo da faculdade. tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua. estou exausto. o corpo dói e a mente está lenta. a solidão bateu forte hoje, mesmo estando rodeado de gente."
1370,"As coisas parecem sob controle. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. minhas notas vieram boas, o esforço valeu a pena!."
1371,"Não vejo sentido em continuar tentando. fui mal na prova e isso só piora meu humor. é um esforço enorme levantar da cama. choveu o dia todo, não consegui sair para a rua."
1372,"Estou com medo de ser reprovado em duas matérias. é um esforço enorme levantar da cama. comi uma coisa nova no ru, estava razoável. sinto um cinismo e irritação com todo mundo da faculdade. tudo parece cinzento e sem cor."
1373,"Tenho tido ataques de pânico leves no meio da noite. não consigo parar de pensar no prazo final. comi uma coisa nova no ru, estava razoável. é um esforço enorme levantar da cama. minhas notas refletem meu desinteresse. quero largar tudo e sumir para ter paz mental. não sinto mais prazer nas coisas que gostava."
1374,"Não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula. me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria."
1375,"Lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. as coisas parecem sob controle. meu estômago está revirado só de pensar na próxima apresentação. estou animado com o novo tópico da matéria."
1376,"Meu estômago está revirado só de pensar na próxima apresentação. estou sempre preocupado com o que pode dar errado. lavei as roupas hoje, a pilha estava gigante. minhas notas refletem meu desinteresse. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1377,"Minhas notas refletem meu desinteresse. tudo parece cinzento e sem cor. o trânsito estava horrível, cheguei atrasado na primeira aula. tenho tido ataques de pânico leves no meio da noite. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1378,"Minhas notas vieram boas, o esforço valeu a pena!. o esforço valeu a pena, senti-me competente. choveu o dia todo, não consegui sair para a rua. estou sempre preocupado com o que pode dar errado. a faculdade virou uma tortura, o trabalho nunca acaba. tenho tido ataques de pânico leves no meio da noite. quero largar tudo e sumir para ter paz mental. as preocupações de ontem diminuíram hoje."
1379,"Estou exausto. o corpo dói e a mente está lenta. durmo mal e acordo com a sensação de não ter descansado. comi uma coisa nova no ru, estava razoável. sinto que o tempo está correndo e eu estou ficando para trás. meu estômago está revirado só de pensar na próxima apresentação. consegui avançar muito no projeto de pesquisa. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova."
